"Keywords","Domain","Last Update Date (data)","Downloads","U ID","Description","Creation Date","Visits","Name","ContactEmail","Owner","Category","Type","Frequency","Department","Derived View"
"","data.austintexas.gov","","71","gsz8-c8kh","Chromatograms GC2010 2014-03-17","01/20/2015 10:24:13 PM +0000","62","Chromatograms GC2010 2014-03-17","","Colleen Waters","","blob","Daily","Austin Police ","false"
"elevation,contour,line,2003,10,ten,foot,topographic,topography","data.austintexas.gov","","20","iju8-kr7s","10 foot Contour Lines. This layer covers the jurisdiction of the City of Austin from February 2003 only. No other cities or parts of Travis County are included. Computer generated from aerial photographs and lidar. Not intended to be used as a substitute for land survey. Not survey accurate. Not intended to be used on a single lot basis. This product has been produced by the Communications and Technology Department for the sole purpose of geographic reference. No warranty is made by the City of Austin regarding specific accuracy or completeness.","05/01/2015 06:51:25 PM +0000","55","2003 10-foot Contours","","Aubrey Drescher","Geodata","external dataset","As Needed","Communication and Technology Management","false"
"","data.austintexas.gov","09/06/2016 03:53:43 PM +0000","136","erps-465e","Austin Energy Operating Fund - Actual Dollars","08/17/2015 06:56:26 PM +0000","160","Austin Energy Operating Budget","","Shannon Wisner","Utility","table","Annually","Austin Energy","false"
"","data.austintexas.gov","05/05/2016 05:27:12 PM +0000","0","4v88-ym33","","05/05/2016 05:27:12 PM +0000","251","Cumulative Client Evaluation Ratings Summary (5.0 Scale)","","jesse.rodriguez","","story","","","false"
"brownfield","data.austintexas.gov","","32","aqjn-7bbi","Map indicating Brownfield sites throughout the City of Austin.","07/14/2015 05:10:06 PM +0000","98","Brownfield Site Map","","erin.benoit@austintexas.gov","","map","","","false"
"","data.austintexas.gov","","157","bjq2-d42r","2013 Austin PD Annual Internal Audit Report","01/20/2015 08:44:48 PM +0000","57","2013 Austin PD Annual Internal Audit Report","","Colleen Waters","","blob","Daily","Austin Police ","false"
"spirit of east austin,east austin","data.austintexas.gov","04/12/2016 05:02:25 PM +0000","107","wj2d-jcey","During the Sept. 12, 2015 Spirit of East Austin launch event, participants were asked: What community resources do we have? What community resources are we missing? What’s one thing you could have to improve the quality of life? What’s one thing I can do to make a difference? These are their captured responses.","04/12/2016 02:23:39 PM +0000","557","Spirit of East Austin Comments","","Marbenn Cayetano","Neighborhood","table","As Needed","Public Information Office","false"
"austintexas.gov,popular pages,percent exit,bounce rate,entrances,average time on page,unique pageviews,pageviews","data.austintexas.gov","07/06/2016 07:03:28 PM +0000","16","h6ft-nr2h","This data, exported from Google Analytics displays the most popular 50 pages on Austintexas.gov based on the following:; Pageviews: The total number of pages viewed. Repeated views of a single page are counted; Unique Pageviews: The number of visits during which the specified page was viewed at least once. A unique pageview is counted for each page URL + page Title combination; Average Time on Page: The average amount of time users spent viewing a specified page or screen, or set of pages or screens; Entrances: The number of times visitors entered your site through a specified page or set of pages; Bounce Rate: The percentage of single-page visits (i.e. visits in which the person left your site from the entrance page without interacting with the page); Percent Exit: (number of exits) / (number of pageviews) for the page or set of pages. It indicates how often users exit from that page or set of pages when they view the page(s).","04/21/2015 03:53:06 PM +0000","74","Austintexas.gov - Top 50 Pages bubble chart","","AustinGo","","chart","Monthly","Public Information Office","true"
"waste,collection,arr,load,resource,recovery,disposal,diversion,organics,yard trimmings","data.austintexas.gov","10/02/2016 12:12:02 PM +0000","19","uppc-yawj","The Curbside Organics Collection Pilot is an expansion of the department's current weekly curbside yard trimmings collection. Since 1989, Austin Resource Recovery has partnered with Austin Water Utility to compost yard trimmings collected at the curb into Dillo Dirt; Curbside organics collection is the City's next step toward collecting additional organic materials at the curb. This service allows residents to place large quantities of yard trimmings, as well as food scraps and other food-soiled paper, directly into a 96-gallon green organics cart. The organic materials collected in the green cart are composted at a local composting facility using a different process.","03/28/2016 06:03:04 PM +0000","344","Curbside Organics Collections Report (daily)","","Marbenn Cayetano","Environmental","filter/grouped","Daily","Austin Resource Recovery","true"
"","data.austintexas.gov","09/22/2015 05:16:56 PM +0000","143","a2zj-3chk","","09/22/2015 05:16:29 PM +0000","57","Cemeteries Location","","Betty","Government","table","As Needed","Parks & Recreation","false"
"","data.austintexas.gov","05/06/2016 07:41:58 PM +0000","0","sr92-z5vs","Test Service Group page","05/06/2016 07:41:58 PM +0000","72","Test Service Group","","JillioG","","story","","","false"
"household,hazardous,waste,hhw,resource,recovery,weight,recycle","data.austintexas.gov","09/14/2015 06:27:33 PM +0000","157","jnev-h7d5","The total weight of materials processed at the HHW facility and the associated cost to dispose of or recycle them.","09/14/2015 06:26:27 PM +0000","73","ARR Household Hazardous Waste Facility- Weight And Costs of Items Collected for Fiscal Year 2015","","erin.benoit@austintexas.gov","","table","As Needed","Austin Resource Recovery","false"
"","data.austintexas.gov","10/29/2015 04:04:29 PM +0000","0","8mst-ed5t","","10/29/2015 04:34:22 PM +0000","86","Annual Crime 2014","","Ron MacKay","","data_lens","","","true"
"2003,double,line,street,edge,pavement,impervious,cover,curb,planimetric,transportation","data.austintexas.gov","","19","97ks-hrna","This dataset was developed to define the locations of transportation polygons (e.g. pavement cover) as of the spring of 2003. The City of Austin through the Capital Area Council of Governments (CAPCOG) contracted Sanborn Mapping, Inc. to update the City of Austin's planimetric database. The planimetrics were created from imagery acquired in Spring 2003 using photogrammetric techniques. This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. It does not represent an on-the-ground survey and represents only the approximate relative location of property boundaries. This product has been produced by the Communications and Technology Department for the sole purpose of geographic reference. No warranty is made by the City of Austin regarding specific accuracy or completeness.","05/04/2015 07:48:37 PM +0000","88","2003 Transportation (Curb to curb planimetrics)","","Aubrey Drescher","Geodata","external dataset","As Needed","Communication and Technology Management","false"
"water quality,erosion,threatened,structures,trees","data.austintexas.gov","","36","2c74-xuqw","Polygons that document stream restoration projects to resolve the problems identified in the Erosion Sites https://data.austintexas.gov/Environmental/Erosion-Sites/599b-4cjg dataset.","08/19/2015 08:20:14 PM +0000","69","Stream Restoration Projects","","Rob","Environmental","map","As Needed","Watershed Protection","false"
"","data.austintexas.gov","05/11/2016 05:07:31 PM +0000","0","se7h-anvc","","05/11/2016 05:07:31 PM +0000","693","Planning and Zoning","","JillioG","","story","","","false"
"","data.austintexas.gov","05/05/2016 05:38:06 PM +0000","0","g7b4-xbiq","","05/05/2016 05:38:06 PM +0000","274","Hotel Occupancy Tax Distributions","","jesse.rodriguez","","story","","","false"
"","data.austintexas.gov","05/11/2016 09:12:46 PM +0000","0","qqkn-erv5","","05/11/2016 09:12:46 PM +0000","875","Animal Services","","jesse.rodriguez","","story","","","false"
"","data.austintexas.gov","10/21/2015 01:59:38 PM +0000","156","m6s3-9c5q","","10/21/2015 01:59:25 PM +0000","96","FY15 Day Labor Placements","","Patrick Weaver","Health","table","Quarterly","Health and Human Services","false"
"","data.austintexas.gov","10/29/2015 07:46:52 PM +0000","146","im9u-snku","","10/19/2015 07:42:08 PM +0000","59","Tcta 2015","","Betty","Government","table","As Needed","Parks & Recreation","false"
"accd,convention center,recycle,recycling","data.austintexas.gov","01/25/2016 09:19:36 PM +0000","153","bvdj-b937","This dataset shows the Convention Center recycling efforts during fiscal year 2015. Data includes fiscal year, quarter and month of collection, the category (Recycling or waste), sub-category (recycled material, reused material and material sent to the landfill) and the weight in pounds for each.","01/25/2016 09:19:26 PM +0000","135","ACCD :: Discarded Materials – Fiscal Year 2015","","Chris G Hernandez","Environmental","table","Annually","Austin Convention Center","false"
"","data.austintexas.gov","","118","qx92-fx3j","2008 Internal Audit Report","01/20/2015 07:56:27 PM +0000","70","2008 Internal Audit Report","","Colleen Waters","","blob","Daily","Austin Police ","false"
"","data.austintexas.gov","","180","d5ts-353x","2010 Austin PD Final Rpt - ASCLD LAB","01/20/2015 08:32:28 PM +0000","61","2010 Austin PD Final Rpt - ASCLD LAB","","Colleen Waters","","blob","Daily","Austin Police ","false"
"garbage,pay as you throw,trash,routes,waste","data.austintexas.gov","","40","vadr-q7p7","ARR Garbage Routes for Pay As You Throw customers","07/14/2015 05:34:39 PM +0000","61","Pay As You Throw (PAYT) Routes","","erin.benoit@austintexas.gov","","map","As Needed","Austin Resource Recovery","false"
"racial profiling,citations,arrests,traffic stops","data.austintexas.gov","03/04/2016 04:37:19 PM +0000","101","rnv4-98ze","This Racial Profiling dataset provides the raw data needed to identify trends in traffic stops. It is used to help identify potential improvements in department policy, tactics, and training.","03/04/2016 04:37:19 PM +0000","87","Racial Profiling Dataset","","AustinGo","Public Safety","blob","As Needed","Austin Police ","false"
