U ID,Derived View,Domain,Type,Name,Description,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Visits,Department,Owner,ContactEmail,Frequency
krtd-yvm3,true,data.austintexas.gov,chart,CIVIC - Number of Projects by Department,"This dataset includes information for projects that appear on the City of Austin’s Capital Improvement Visualization Information and Communication (CIVIC) Map Viewer, www.austintexas.gov/civic.  These projects, also known as Capital Improvements Program (CIP) projects, implement the construction, replacement, or renovation of city assets that are useful to the community. Data is currently available for most CIP projects funded in full or in part by voter-approved bond programs from 2010 and 2012.   The dataset below is subject to change at any time, and does not represent a comprehensive list of capital improvement projects. For more information about the City of Austin’s Capital Improvement Program, please visit www.austintexas.gov/department/civic. The City of Austin has produced CIVIC, a web application to search Capital Improvement Projects, for informational purposes only. The data and information available at this web site is provided ""As is"", and ""As Available"" and without any warranties of any kind either express or implied. The City makes no warranty regarding the accuracy or completeness of this site and the information provided. By accessing or using CIVIC, you agree to these terms of use. The City of Austin may change the terms of use at any time at its sole discretion and without notice.”",01/23/2014 05:08:37 PM +0000,10/02/2016 12:00:38 PM +0000,Capital Planning,"civic,projects,go,general obligation,capital,improvement,visualization,information,communication,planning",93,1738,Public Works,Ashley Parsons,,Daily
64cq-wf5u,false,data.austintexas.gov,table,Austin Fire Stations,Location information for Austin Fire stations,03/20/2012 03:37:45 PM +0000,03/20/2012 03:37:48 PM +0000,Public Safety,"fire,afd,stations,fire stations",409,1556,Austin Fire,opendataatx,,As Needed
5rzy-nm5e,false,data.austintexas.gov,map,Zoning,"This feature class consists of locations of zoning classification boundaries in the City of Austin. 
This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes. It does not represent an on-the-ground survey and represents only the approximate relative location of property boundaries. This product has been produced by the Communications and Technology Department for the sole purpose of geographic reference. No warranty is made by the City of Austin regarding specific accuracy or completeness.",03/10/2015 05:32:47 PM +0000,,Geodata,"zoning,planning cadastre,land use",841,1893,,Ben Vanderford,,
fhca-e5je,true,data.austintexas.gov,filter/grouped,CADDISFLIES,"Data collected to assess water quality conditions in the natural creeks, aquifers and lakes in the Austin area. This is raw data, provided directly from our Field Sample database (FSDB) and should be considered provisional. Data may or may not have been reviewed by project staff. Data quality (QC) flags have been provided to aid in the assessment of the data; R-flagged data should be considered suspect, but is provided as it represents taxpayer expenditure and the efforts undertaken to characterize the status of our environment. Note that some data over time will be improved and edited for accuracy and that QC flags can change based upon changes in project criteria.  Additional data may be availabe from other agencies (USGS, TCEQ, LCRA) and should be requested from them directly; some of this data may appear in those datasets.",04/11/2012 08:09:49 PM +0000,09/08/2016 07:17:32 PM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",73,958,,Rob,,Quarterly
acxt-v8uj,true,data.austintexas.gov,chart,2013 Bond Spending Summary - FY 2015 Q2,"The table provides spending details on the City’s voter-approved bond programs. The information summarizes spending by fiscal year quarter starting with FY 13 Q3. Please see the Capital Planning Office website, www.austintexas.gov/cip, for more information about the City’s voter-approved bond programs. The fiscal year begins October 1 and ends September 30. The first fiscal quarter is October through December; the second quarter is January through March; the third fiscal quarter is April through June; and the fourth fiscal quarter is July through September. The following are definitions of terms used in the table. Allocated: The amount of funds designated by the City of Austin Budget Office to be spent per reporting category or proposition. Allocated funds are tied to bond sales, which must be performed in $5,000 increments. Appropriated: City Council authorizes the appropriation of funds, which gives staff the legal authority to expend the funds for a specific purpose. City Council may approve multiple installments of funding throughout the project’s phases. Available: The amount of funds allocated minus the amount encumbered and expended. Encumbered: Commitments made to unperformed contracts for goods or services. Expenditure: Funds that have been paid for goods or services.",05/11/2015 05:48:56 PM +0000,06/30/2016 08:44:35 PM +0000,Capital Planning,"cip,bond,bonds",35,1212,Management Services,Ashley Parsons,,Quarterly
dgbw-ce4x,false,data.austintexas.gov,table,2015 Annual Performance Report Key Indicators,Dataset for the 2015 Annual Performance Report,04/22/2016 09:59:47 PM +0000,05/18/2016 02:17:19 PM +0000,Government,"indicator,measure,annual performance report",107,348,Financial Services,Peter Feighner,,Annually
99qw-4ixs,false,data.austintexas.gov,map,City Of Austin Parks,City of Austin Parks layer,04/03/2015 04:57:57 PM +0000,,,"parks,austin",1026,1666,Communication and Technology Management,Bruce Bacia,,As Needed
fb53-k8de,false,data.austintexas.gov,table,Austin Animal Center FY15 Outcomes *Updated Hourly*,all animal outcomes for Fiscal Year 2015 (October 1st 2014 to September 30th 2015),01/14/2015 05:14:19 PM +0000,02/05/2016 09:02:48 PM +0000,Government,"cat,dog,pet,austin animal center,no kill,data,open government",1146,1653,Animal Services,Austin Animal Center,,As Needed
'r'
Note:Socrata automatically groups data points when zoomed out",06/10/2014 02:40:00 PM +0000,10/03/2016 02:50:23 AM +0000,Government,"311,3-1-1,csr,sr,service request,service requests,austin311,austin 311,council district,councildistrict,single member",72,1033,Austin Energy,Austin 311,,Daily
paa2-kvza,false,data.austintexas.gov,table,Resolutions Summary,A summary of Council Member Laura Morrison's resolutions.,04/04/2013 04:23:31 PM +0000,04/01/2015 10:33:36 PM +0000,,"resolution,morrison",284,1434,Mayor & Council,AustinGo,,Monthly
cimj-e395,true,data.austintexas.gov,filter/grouped,BARTON AREA SPRINGS NITRATE,"Data collected to assess water quality conditions in the natural creeks, aquifers and lakes in the Austin area. This is raw data, provided directly from our Field Sample database (FSDB) and should be considered provisional. Data may or may not have been reviewed by project staff. Data quality (QC) flags have been provided to aid in the assessment of the data; R-flagged data should be considered suspect, but is provided as it represents taxpayer expenditure and the efforts undertaken to characterize the status of our environment. Note that some data over time will be improved and edited for accuracy and that QC flags can change based upon changes in project criteria.  Additional data may be availabe from other agencies (USGS, TCEQ, LCRA) and should be requested from them directly; some of this data may appear in those datasets.",02/06/2014 11:02:02 PM +0000,09/08/2016 07:17:32 PM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",40,694,,Rob,,Quarterly
9bpw-2ysw,true,data.austintexas.gov,map,Map view of Recycle Drop Off Locations Austin,"A list of drop-off locations to recycle waste oil, oil filters, tires, automotive batteries, metal scrap, aluminum cans, tin cans, glass, plastic, corrugated boxes newspapers and other papers.",07/17/2013 01:52:43 PM +0000,09/18/2013 02:14:06 PM +0000,Environmental,,127,1041,Watershed Protection,Watershed Education,,As Needed
kfeh-ue8m,true,data.austintexas.gov,filter/grouped,Shoal Creek Data,"Data collected to assess water quality conditions in the natural creeks, aquifers and lakes in the Austin area. This is raw data, provided directly from our Field Sample database (FSDB) and should be considered provisional. Data may or may not have been reviewed by project staff. Data quality (QC) flags have been provided to aid in the assessment of the data; R-flagged data should be considered suspect, but is provided as it represents taxpayer expenditure and the efforts undertaken to characterize the status of our environment. Note that some data over time will be improved and edited for accuracy and that QC flags can change based upon changes in project criteria.  Additional data may be availabe from other agencies (USGS, TCEQ, LCRA) and should be requested from them directly; some of this data may appear in those datasets.",11/14/2013 10:51:57 PM +0000,09/08/2016 07:17:32 PM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",54,775,,Rob,,Quarterly
ua3c-ghnb,true,data.austintexas.gov,filter/grouped,EII_Data_Period_of_Record,"Data collected to assess water quality conditions in the natural creeks, aquifers and lakes in the Austin area. This is raw data, provided directly from our Field Sample database (FSDB) and should be considered provisional. Data may or may not have been reviewed by project staff. Data quality (QC) flags have been provided to aid in the assessment of the data; R-flagged data should be considered suspect, but is provided as it represents taxpayer expenditure and the efforts undertaken to characterize the status of our environment. Note that some data over time will be improved and edited for accuracy and that QC flags can change based upon changes in project criteria.  Additional data may be availabe from other agencies (USGS, TCEQ, LCRA) and should be requested from them directly; some of this data may appear in those datasets.",02/18/2014 03:59:35 PM +0000,09/08/2016 07:17:32 PM +0000,Environmental,"water quality,eii,ali,barton springs,lady bird lake,lake austin,salamanders,barton creek,bull creek,bacteria,coli",53,669,,Rob,,Quarterly
